Epoch,Train Loss,Validation Loss,Accuracy
1,2.7977465711507445,2.31183986816542,10.334075723830734
2,2.3134515877994715,2.315208981469857,11.091314031180401
3,2.3146337649201385,2.309881663407295,11.046770601336302
4,2.3134498590521524,2.313405171832156,10.356347438752785
5,2.3136418013170132,2.3200229974828157,10.311804008908686
6,2.313886395249157,2.3132925729310387,11.091314031180401
7,2.3123095083746983,2.3199743265783237,11.091314031180401
8,2.311969423407465,2.3137066797005326,10.356347438752785
9,2.312612844845911,2.314289093866043,10.46770601336303
10,2.311976626710291,2.313301509809664,10.334075723830734
11,2.311255485917952,2.3324031795895395,10.378619153674833
12,2.311178554394299,2.307051533906061,10.311804008908686
13,2.311089529293754,2.3065126968872507,11.091314031180401
14,2.310369262230382,2.3140233131490144,10.356347438752785
15,2.3121643230832856,2.324852107258454,10.378619153674833
16,2.311413202217728,2.3222863648709877,11.091314031180401
17,2.3121864778675167,2.3121841895622715,10.46770601336303
18,2.309399928264187,2.326323529155229,11.091314031180401
19,2.3097247558598286,2.3069751602050674,11.091314031180401
20,2.309818664714074,2.30507115622008,10.378619153674833
21,2.309639824698286,2.3100601914090193,9.487750556792873
22,2.309744708745006,2.3167180107157423,10.111358574610245
23,2.3088130724132414,2.306466503075433,11.091314031180401
24,2.3086203800228633,2.3049015354007163,11.091314031180401
25,2.3086505755516353,2.3067993892893672,11.202672605790646
26,2.3065960537664387,2.312244601096971,12.338530066815144
27,2.30807837975011,2.3116919086497023,9.755011135857462
28,2.3047120358515865,2.316822065153156,10.311804008908686
29,2.3078478417413555,2.3108144981581122,11.091314031180401
30,2.3069706484764,2.308277885260531,10.111358574610245
31,2.3070681803858664,2.2989583702698297,10.46770601336303
32,2.3058781822286236,2.299557469493554,10.111358574610245
33,2.3051113019233367,2.3064417100886008,15.5456570155902
34,2.305219058616266,2.302079156624465,10.979955456570156
35,2.3040508296912123,2.309540594175617,11.447661469933184
36,2.3025395419453045,2.2967216086133093,10.378619153674833
37,2.301279458364607,2.30039778171485,10.311804008908686
38,2.2998561178744903,2.3089355590928915,10.311804008908686
39,2.29921156387692,2.293855794383962,16.7260579064588
40,2.2985792894284023,2.3021088477979776,15.56792873051225
41,2.2950814048118455,2.2958964851827384,11.31403118040089
42,2.2927832770716137,2.291510728754607,15.590200445434299
