Epoch,Train Loss,Validation Loss,Accuracy,Test Accuracy,Inference Time
1,2.3010902985948163,2.3001031451378005,11.108632612090119
2,2.3003394788000446,2.3000045145109453,11.108632612090119
3,2.3002770278740154,2.3000910799698473,11.108632612090119
4,2.3002579336926146,2.300034886153143,11.108632612090119
5,2.3002660535320234,2.299959725756662,11.108632612090119
6,2.3002187290032894,2.3000030831510063,11.108632612090119
7,1.3822599766503545,0.37445350943926314,88.75752844077627
8,0.1899937522219988,0.1596061024289412,95.20410439437876
9,0.0642802989169337,0.09999074304129063,96.87709123354897
10,0.034571503605102506,0.07831553832945774,98.3939326343966
11,0.023356016541435654,0.06214434823040559,98.59469105509703
12,0.017270161557777386,0.06862641528487581,98.6393040374749,97.84,0.0073
13,0.017623849999978517,0.08374870174402142,98.260093687263
14,0.012391007953493882,0.07829675359870032,98.68391701985277,97.06,0.0073
15,0.016317319450398615,0.04616742977365167,98.86236894936427,98.15,0.0073
16,0.007257294652244384,0.07963136899978861,98.75083649341958
17,0.011271765975673687,0.058411581519017694,98.92928842293107,98.06,0.0083
18,0.012231909634719025,0.13968503577242763,96.29712246263662
